field1,field2,field3,field4,field5,_GC_TYPE,_CLEANADDR,_X,_Y
전남목포 신안인스빌,3,AC완속,전라남도 목포시 삼학로 363(126 신안인스빌아파트),24시간 이용가능,정,전라남도 목포시 삼학로 363 (용해동),126.40693889551986,34.80381034920304
전남목포 연산주공5단지아파트3,2,AC완속,전라남도 목포시 원산중앙로 109-1(1261 연산주공5단지아파트),24시간 이용가능,정,전라남도 목포시 원산중앙로 109-1 (연산동),126.38244661326634,34.81359147481963
전남목포 옥암펠리시아아파트2,1,AC완속,전라남도 목포시 하당로289번길 7(1058-13 옥암펠리시아),24시간 이용가능,정,전라남도 목포시 하당로289번길 7 (옥암동),126.42664791731664,34.811924510223854
전남목포 우미오션빌605동,3,AC완속,전라남도 목포시 평화로107번길 16605동 B1,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 평화로107번길 27 (상동),126.43411759552005,34.80040399884976
전남목포 하당동아아파트 101동,2,AC완속,전라남도 목포시 신흥로45번길 13101동 2호앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 신흥로45번길 24 (상동),126.42465668375095,34.805174710185334
전남목포 한라비발디2,2,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
목포 광신프로그레스,3,AC완속,전라남도 목포시 영산로565번길 231~5구역 주차장,24시간 이용가능,유,전라남도 목포시 영산로565번길 23 (상동),126.41796440954118,34.81563119578358
목포세무서,1,DC콤보,전라남도 목포시 호남로58번길 19목포세무서(대안동 3-2),09:00~18:00,정,전라남도 목포시 호남로58번길 19 (대안동),126.38483740875155,34.793080496002325
전남목포 신안인스빌아파트101동,2,AC완속,전라남도 목포시 삼학로 363101동B2-A02기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 삼학로 390 (용해동),126.40958070847293,34.80549591331697
전남목포 신안인스빌아파트107동,4,AC완속,전라남도 목포시 삼학로 363107동B1-A13기둥,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 삼학로 390 (용해동),126.40958070847293,34.80549591331697
전남목포 연산주공5단지아파트1,2,AC완속,전라남도 목포시 원산중앙로 109-1(1261 연산주공5단지아파트),24시간 이용가능,정,전라남도 목포시 원산중앙로 109-1 (연산동),126.38244661326634,34.81359147481963
전남목포 우미오션빌,2,AC완속,전라남도 목포시 평화로107번길 16(1097 우미오션빌),24시간 이용가능,정,전라남도 목포시 평화로107번길 16 (옥암동),126.43585410201099,34.79928753867875
전남목포 코아루천년가아파트,2,AC완속,전라남도 목포시 남악1로16번길 43-14(코아루 천년가아파트),24시간 이용가능,정,전라남도 목포시 남악1로16번길 43-14 (옥암동),126.45237894739371,34.80764829583275
전남목포 한라비발디2,1,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
목포해양대학교 해양공학관A9동,3,AC완속,전라남도 목포시 해양대학로 91목포해양대학교 해양공학관A9동(562-84 해양대학교),24시간 이용가능,정,전라남도 목포시 해양대학로 91 (죽교동),126.36161751385048,34.798343414894
목포 새한의료재단 목포성심요양병원,1,AC완속,전라남도 목포시 영산로844번길 133동 주차장,24시간 이용가능,유,전라남도 목포시 영산로844번길 16 (대양동),126.424075117921,34.83720840376284
전남목포 옥암펠리시아아파트1,1,AC완속,전라남도 목포시 하당로289번길 7(1058-13 옥암펠리시아),24시간 이용가능,정,전라남도 목포시 하당로289번길 7 (옥암동),126.42664791731664,34.811924510223854
전남목포 연산주공5단지아파트1,3,AC완속,전라남도 목포시 원산중앙로 109-1(1261 연산주공5단지아파트),24시간 이용가능,정,전라남도 목포시 원산중앙로 109-1 (연산동),126.38244661326634,34.81359147481963
전남목포 우미오션빌,5,AC완속,전라남도 목포시 평화로107번길 16(1097 우미오션빌),24시간 이용가능,정,전라남도 목포시 평화로107번길 16 (옥암동),126.43585410201099,34.79928753867875
전남목포 종원나이스빌101동,1,AC완속,전라남도 목포시 양을로 1211주차장 1층 101동 기둥2-3,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 양을로 534 (상동),126.42368627977436,34.81056921792472
전남목포 한라비발디4,2,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
전남목포 하당동아아파트 108동,1,AC완속,전라남도 목포시 신흥로45번길 13108동앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 신흥로45번길 24 (상동),126.42465668375095,34.805174710185334
목포 500호모텔,1,AC완속,전라남도 목포시 평화로140번길 22옥내주차장,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,정,전라남도 목포시 평화로140번길 22 (옥암동),126.43691550773288,34.80175941076788
옥암골드클래스,1,AC완속,전라남도 목포시 남악1로16번길 10,24시간 이용가능,정,전라남도 목포시 남악1로16번길 10 (옥암동),126.44937178797593,34.806412260566084
전남목포 옥암펠리시아아파트2,2,AC완속,전라남도 목포시 하당로289번길 7(1058-13 옥암펠리시아),24시간 이용가능,정,전라남도 목포시 하당로289번길 7 (옥암동),126.42664791731664,34.811924510223854
전남목포 용해동아아파트7동,1,AC완속,전라남도 목포시 삼학로 303-37동 B1,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 삼학로 303-3 (용해동),126.40700140420867,34.79704623612629
전남목포 우미오션빌,3,AC완속,전라남도 목포시 평화로107번길 16(1097 우미오션빌),24시간 이용가능,정,전라남도 목포시 평화로107번길 16 (옥암동),126.43585410201099,34.79928753867875
전남목포 종원나이스빌103동,1,AC완속,전라남도 목포시 양을로 1212주차장 1층 103동 기둥01,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 양을로 534 (상동),126.42368627977436,34.81056921792472
전남목포 코아루천년가아파트,3,AC완속,전라남도 목포시 남악1로16번길 43-14(코아루 천년가아파트),24시간 이용가능,정,전라남도 목포시 남악1로16번길 43-14 (옥암동),126.45237894739371,34.80764829583275
전남목포 한라비발디4,1,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
목포 광신프로그레스,9,AC완속,전라남도 목포시 영산로565번길 231~5구역 주차장,24시간 이용가능,유,전라남도 목포시 영산로565번길 23 (상동),126.41796440954118,34.81563119578358
목포해양대학교 제2공학관B2동,2,AC완속,전라남도 목포시 해양대학로 91목포해양대학교 제2공학관B2동(562-84 해양대학교),24시간 이용가능,정,전라남도 목포시 해양대학로 91 (죽교동),126.36161751385048,34.798343414894
하당프라임아너팰리스/유한회사 프라임디앤씨,3,AC완속,전라남도 목포시 부흥로 69(1002-5 프라임아너팰리스),24시간 이용가능,정,전라남도 목포시 부흥로 69 (상동),126.42842021578177,34.803179947591325
전남목포 우미오션빌601동,1,AC완속,전라남도 목포시 평화로107번길 16601동 B1,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 평화로107번길 27 (상동),126.43411759552005,34.80040399884976
전남목포 종원나이스빌101동,2,AC완속,전라남도 목포시 양을로 1211주차장 1층 101동 기둥2-3,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 양을로 534 (상동),126.42368627977436,34.81056921792472
전남목포 하당5차우미파크빌,1,AC완속,전라남도 목포시 평화로20번길 11503동B1-A주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 평화로20번길 16 (상동),126.42690552373412,34.795804970998084
전남목포 하당동아아파트 108동,2,AC완속,전라남도 목포시 신흥로45번길 13108동앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 신흥로45번길 24 (상동),126.42465668375095,34.805174710185334
전남목포 한라비발디2,3,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
목포해양대학교 제2공학관B2동,1,AC완속,전라남도 목포시 해양대학로 91목포해양대학교 제2공학관B2동(562-84 해양대학교),24시간 이용가능,정,전라남도 목포시 해양대학로 91 (죽교동),126.36161751385048,34.798343414894
백련지구천년가-102동,1,AC완속,"전라남도 목포시 연산백련로1번길 79102동 A 27,34",24시간 이용가능,유,전라남도 목포시 연산백련로1번길 116 (연산동),126.39108594686793,34.82004562630461
현대자동차 상동대리점,1,AC완속,전라남도 목포시 통일대로 107현대자동차 상동대리점(옥암동 1038-5),09:00~18:00,정,전라남도 목포시 통일대로 107 (옥암동),126.4353501967903,34.80202255377881
빅토리아 모텔,1,AC완속,전라남도 목포시 하당남부로61번길 22옥외주차장 우측 건물 벽면(상동 1009-4),24시간 이용가능,정,전라남도 목포시 하당남부로61번길 22 (상동),126.42967031643128,34.80208634479725
전남목포 우미오션빌601동,2,AC완속,전라남도 목포시 평화로107번길 16601동 B1,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 평화로107번길 27 (상동),126.43411759552005,34.80040399884976
전남목포 종원나이스빌104동,1,AC완속,전라남도 목포시 양을로 1214주차장 104동 기둥07,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 양을로 534 (상동),126.42368627977436,34.81056921792472
전남목포 코아루천년가아파트,4,AC완속,전라남도 목포시 남악1로16번길 43-14(코아루 천년가아파트),24시간 이용가능,정,전라남도 목포시 남악1로16번길 43-14 (옥암동),126.45237894739371,34.80764829583275
전남목포 한라비발디2,4,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
전남목포 한라비발디,2,AC완속,전라남도 목포시 남악2로22번길 10옥외지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
한국전기안전공사 전남서부지사,1,AC완속,전라남도 목포시 호남로 72한국전기안전공사 전남서부지사(호남동 10-50),10:00~18:00,정,전라남도 목포시 호남로 72 (호남동),126.386397325461,34.79388378022768
옥암골드클래스,7,AC완속,전라남도 목포시 남악1로16번길 10,24시간 이용가능,정,전라남도 목포시 남악1로16번길 10 (옥암동),126.44937178797593,34.806412260566084
목포 광신프로그레스,5,AC완속,전라남도 목포시 영산로565번길 231~5구역 주차장,24시간 이용가능,유,전라남도 목포시 영산로565번길 23 (상동),126.41796440954118,34.81563119578358
궁무인호텔,1,AC완속,전라남도 목포시 신항로276번길 42궁무인호텔,24시간 이용가능,정,전라남도 목포시 신항로276번길 42 (달동),126.35718265440015,34.75618909538071
전남목포 종원나이스빌106동,1,AC완속,전라남도 목포시 양을로 1215주차장 1층 106동 기둥08,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 양을로 534 (상동),126.42368627977436,34.81056921792472
전남목포 하당5차우미파크빌,2,AC완속,전라남도 목포시 평화로20번길 11503동B1-A주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 평화로20번길 16 (상동),126.42690552373412,34.795804970998084
전남목포 한라비발디4,3,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
전남목포 하당동아아파트 108동,3,AC완속,전라남도 목포시 신흥로45번길 13108동앞 지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 신흥로45번길 24 (상동),126.42465668375095,34.805174710185334
목포가족관광호텔,1,AC완속,전라남도 목포시 호남로64번길 28지하주차장 졍면 우측 벽면(대안동 12-1),24시간 이용가능,정,전라남도 목포시 호남로64번길 28 (대안동),126.38464683777947,34.79202103806732
목포 광신프로그레스,4,AC완속,전라남도 목포시 영산로565번길 231~5구역 주차장,24시간 이용가능,유,전라남도 목포시 영산로565번길 23 (상동),126.41796440954118,34.81563119578358
목포무인호텔,2,AC완속,전라남도 목포시 번화로 82목포무인호텔,24시간 이용가능,정,전라남도 목포시 번화로 82 (축복동3가),126.38725609793451,34.78849306537139
목포주원병원,1,AC완속,전라남도 목포시 산계길 4-9주차장,24시간 이용가능,정,전라남도 목포시 산계길 4-9 (대양동),126.42561634421789,34.83848262148957
전남목포 하당5차우미파크빌,3,AC완속,전라남도 목포시 평화로20번길 11503동B1-A주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",유,전라남도 목포시 평화로20번길 16 (상동),126.42690552373412,34.795804970998084
전남목포 한라비발디,3,AC완속,전라남도 목포시 남악2로22번길 10옥외지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
전남목포 한라비발디4,4,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
목포해양대학교 제2공학관B2동,3,AC완속,전라남도 목포시 해양대학로 91목포해양대학교 제2공학관B2동(562-84 해양대학교),24시간 이용가능,정,전라남도 목포시 해양대학로 91 (죽교동),126.36161751385048,34.798343414894
목포 새한의료재단 목포성심요양병원,2,AC완속,전라남도 목포시 영산로844번길 133동 주차장,24시간 이용가능,유,전라남도 목포시 영산로844번길 16 (대양동),126.424075117921,34.83720840376284
청호시장,1,AC완속,전라남도 목포시 석현로 28주차장,24시간 이용가능,정,전라남도 목포시 석현로 28 (석현동),126.42468137348463,34.81544277512726
윈저호텔,2,AC완속,전라남도 목포시 통일대로 16윈저호텔,24시간 이용가능,정,전라남도 목포시 통일대로 16 (상동),126.42683858822717,34.79742747455293
옥암골드클래스,3,AC완속,전라남도 목포시 남악1로16번길 10,24시간 이용가능,정,전라남도 목포시 남악1로16번길 10 (옥암동),126.44937178797593,34.806412260566084
전남목포 한라비발디,4,AC완속,전라남도 목포시 남악2로22번길 10옥외지상주차장,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
전남목포 한라비발디3,2,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
목포해양대학교 해양공학관A9동,1,AC완속,전라남도 목포시 해양대학로 91목포해양대학교 해양공학관A9동(562-84 해양대학교),24시간 이용가능,정,전라남도 목포시 해양대학로 91 (죽교동),126.36161751385048,34.798343414894
재단법인전남테크노파크(세라믹산업센터),1,AC완속,전라남도 목포시 대양로 26(1998 전남테크노파크),24시간 이용가능,정,전라남도 목포시 대양로 26 (연산동),126.38238552325653,34.82067295295518
대성종합정비공업사,2,AC완속,전라남도 목포시 고하대로 801대성종합정비공업사,24시간 이용가능,정,전라남도 목포시 고하대로 801 (연산동),126.38135247381693,34.81583569848772
옥암골드클래스,2,AC완속,전라남도 목포시 남악1로16번길 10,24시간 이용가능,정,전라남도 목포시 남악1로16번길 10 (옥암동),126.44937178797593,34.806412260566084
골드디움5차아파트,5,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
하당프라임아너팰리스/유한회사 프라임디앤씨,5,AC완속,전라남도 목포시 부흥로 69(1002-5 프라임아너팰리스),24시간 이용가능,정,전라남도 목포시 부흥로 69 (상동),126.42842021578177,34.803179947591325
전남목포 한라비발디2,5,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
목포세무서,2,DC콤보,전라남도 목포시 호남로58번길 19목포세무서(대안동 3-2),09:00~18:00,정,전라남도 목포시 호남로58번길 19 (대안동),126.38483740875155,34.793080496002325
재단법인전남테크노파크(세라믹산업센터),2,AC완속,전라남도 목포시 대양로 26(1998 전남테크노파크),24시간 이용가능,정,전라남도 목포시 대양로 26 (연산동),126.38238552325653,34.82067295295518
목포 광신프로그레스,6,AC완속,전라남도 목포시 영산로565번길 231~5구역 주차장,24시간 이용가능,유,전라남도 목포시 영산로565번길 23 (상동),126.41796440954118,34.81563119578358
샤모텔,2,AC완속,전라남도 목포시 미항로 14샤모텔,24시간 이용가능,정,전라남도 목포시 미항로 14 (상동),126.42636417033715,34.79687143822131
근화블루빌아파트,3,AC완속,전라남도 목포시 텃골로13번길 32근화블루빌아파트(816-12 근화블루빌아파트),09:00~18:00,정,전라남도 목포시 텃골로13번길 32 (석현동),126.41976681016307,34.82007823937096
하당프라임아너팰리스/유한회사 프라임디앤씨,4,AC완속,전라남도 목포시 부흥로 69(1002-5 프라임아너팰리스),24시간 이용가능,정,전라남도 목포시 부흥로 69 (상동),126.42842021578177,34.803179947591325
시티 호텔,1,AC완속,전라남도 목포시 번영로 26주차장(상동 1010-2),24시간 이용가능,정,전라남도 목포시 번영로 26 (상동),126.42941758173957,34.8017982768808
전남목포 한라비발디3,3,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
목포 광신프로그레스,7,AC완속,전라남도 목포시 영산로565번길 231~5구역 주차장,24시간 이용가능,유,전라남도 목포시 영산로565번길 23 (상동),126.41796440954118,34.81563119578358
에드가안채아파트,1,AC완속,전라남도 목포시 옥암로 177-1에드가안채아파트(1178 에드가안채),24시간 이용가능,정,전라남도 목포시 옥암로 177-1 (석현동),126.42144788374826,34.81383254485173
목포주원병원,2,AC완속,전라남도 목포시 산계길 4-9주차장,24시간 이용가능,정,전라남도 목포시 산계길 4-9 (대양동),126.42561634421789,34.83848262148957
골드디움5차아파트,1,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
하당 중흥s클래스 센텀뷰,2,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
빅토리아 모텔,2,AC완속,전라남도 목포시 하당남부로61번길 22옥외주차장 우측 건물 벽면(상동 1009-4),24시간 이용가능,정,전라남도 목포시 하당남부로61번길 22 (상동),126.42967031643128,34.80208634479725
전남목포 한라비발디3,4,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
그린카 목포점,1,AC완속,전라남도 목포시 호남동 101,24시간 이용가능,정,전라남도 목포시 호남동 101,126.38717940018608,34.79351624945713
목포해양대학교 신축건물,1,AC완속,전라남도 목포시 해양대학로 91목포해양대학교 신축건물(562-84 해양대학교),24시간 이용가능,정,전라남도 목포시 해양대학로 91 (죽교동),126.36161751385048,34.798343414894
전남 해양대학교 급속충전소(NEWK),1,DC콤보,전라남도 목포시 해양대학로 91(562-84 해양대학교),24시간 이용가능,정,전라남도 목포시 해양대학로 91 (죽교동),126.36161751385048,34.798343414894
목포 500호모텔,2,AC완속,전라남도 목포시 평화로140번길 22옥내주차장,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,정,전라남도 목포시 평화로140번길 22 (옥암동),126.43691550773288,34.80175941076788
옥암골드클래스,4,AC완속,전라남도 목포시 남악1로16번길 10,24시간 이용가능,정,전라남도 목포시 남악1로16번길 10 (옥암동),126.44937178797593,34.806412260566084
한울편안채 101동,1,AC완속,전라남도 목포시 신촌로 27-1한울편안채 101동(산정동 230),09:00~18:00,정,전라남도 목포시 신촌로 27-1 (산정동),126.38732231556051,34.80541614773039
골드디움5차아파트,11,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
궁무인호텔,2,AC완속,전라남도 목포시 신항로276번길 42궁무인호텔,24시간 이용가능,정,전라남도 목포시 신항로276번길 42 (달동),126.35718265440015,34.75618909538071
전남목포 한라비발디4,5,AC완속,전라남도 목포시 남악2로22번길 10(1321 한라비발디),24시간 이용가능,정,전라남도 목포시 남악2로22번길 10 (옥암동),126.45385935308407,34.80711819708108
목포무인호텔2,2,AC완속,전라남도 목포시 해안로249번길 26목포무인호텔2,24시간 이용가능,정,전라남도 목포시 해안로249번길 26 (보광동3가),126.38699477735507,34.78830492248278
목포해양대학교 신축건물,2,AC완속,전라남도 목포시 해양대학로 91목포해양대학교 신축건물(562-84 해양대학교),24시간 이용가능,정,전라남도 목포시 해양대학로 91 (죽교동),126.36161751385048,34.798343414894
에드가안채아파트,2,AC완속,전라남도 목포시 옥암로 177-1에드가안채아파트(1178 에드가안채),24시간 이용가능,정,전라남도 목포시 옥암로 177-1 (석현동),126.42144788374826,34.81383254485173
옥암골드클래스,5,AC완속,전라남도 목포시 남악1로16번길 10,24시간 이용가능,정,전라남도 목포시 남악1로16번길 10 (옥암동),126.44937178797593,34.806412260566084
목포 광신프로그레스,10,AC완속,전라남도 목포시 영산로565번길 231~5구역 주차장,24시간 이용가능,유,전라남도 목포시 영산로565번길 23 (상동),126.41796440954118,34.81563119578358
500호 모텔,1,AC완속,전라남도 목포시 평화로140번길 22전기차 충전소 주차장(옥암동 1092-4),24시간 이용가능,정,전라남도 목포시 평화로140번길 22 (옥암동),126.43691550773288,34.80175941076788
목포 근화희망타운3차아파트,1,AC완속,전라남도 목포시 산양로 50(75-18 근화희망타운3차아파트),24시간 이용가능,정,전라남도 목포시 산양로 50 (대양동),126.42904228985265,34.83629101367899
근화그린1차아파트,1,AC완속,전라남도 목포시 산정로 268-3(326-10 근화그린맨션),24시간 이용가능,정,전라남도 목포시 산정로 268-3 (산정동),126.38720456997048,34.811654022437104
목포해양대학교 해양공학관A9동,2,AC완속,전라남도 목포시 해양대학로 91목포해양대학교 해양공학관A9동(562-84 해양대학교),24시간 이용가능,정,전라남도 목포시 해양대학로 91 (죽교동),126.36161751385048,34.798343414894
목포무인호텔2,1,AC완속,전라남도 목포시 해안로249번길 26목포무인호텔2,24시간 이용가능,정,전라남도 목포시 해안로249번길 26 (보광동3가),126.38699477735507,34.78830492248278
테마,1,AC완속,전라남도 목포시 비파로108번길 15테마모텔,24시간 이용가능,정,전라남도 목포시 비파로108번길 15 (상동),126.42516109151545,34.808509208053984
용해지구 목포어울림도서관,1,AC완속,전라남도 목포시 용해지구로 31목포어울림도서관(용해동 997-1),09:00~1800,정,전라남도 목포시 용해지구로 31 (용해동),126.39592426427706,34.81685158159097
목포 광신프로그레스,1,AC완속,전라남도 목포시 영산로565번길 231~5구역 주차장,24시간 이용가능,유,전라남도 목포시 영산로565번길 23 (상동),126.41796440954118,34.81563119578358
백련지구천년가-102동,2,AC완속,"전라남도 목포시 연산백련로1번길 79102동 A 27,34",24시간 이용가능,유,전라남도 목포시 연산백련로1번길 116 (연산동),126.39108594686793,34.82004562630461
500호 모텔,2,AC완속,전라남도 목포시 평화로140번길 22전기차 충전소 주차장(옥암동 1092-4),24시간 이용가능,정,전라남도 목포시 평화로140번길 22 (옥암동),126.43691550773288,34.80175941076788
유토피아 가족호텔,1,AC완속,전라남도 목포시 평화로 65-9건물 좌측 벽면 건물계량기함 우측(상동 1145),24시간 이용가능,정,전라남도 목포시 평화로 65-9 (상동),126.43195575700115,34.79698105511042
하당 중흥s클래스 센텀뷰,8,AC완속,전라남도 목포시 비파로 96하당 중흥s클래스 센텀뷰(상동 860),09:00~18:00,정,전라남도 목포시 비파로 96 (상동),126.42524392398798,34.80676060868857
남교크레지움에듀파크,1,AC완속,전라남도 목포시 호남로 6(1-1 남교크레지움에듀파크),24시간 이용가능,정,전라남도 목포시 호남로 6 (남교동),126.3794952821805,34.794998968616866
재단법인전남테크노파크(세라믹산업센터),3,AC완속,전라남도 목포시 대양로 26(1998 전남테크노파크),24시간 이용가능,정,전라남도 목포시 대양로 26 (연산동),126.38238552325653,34.82067295295518
천지자동차공업사,1,AC완속,전라남도 목포시 남악로58번길 6-4천지자동차공업사,24시간 이용가능,정,전라남도 목포시 남악로58번길 6-4 (옥암동),126.44443211001771,34.803359570911134
목포 광신프로그레스,2,AC완속,전라남도 목포시 영산로565번길 231~5구역 주차장,24시간 이용가능,유,전라남도 목포시 영산로565번길 23 (상동),126.41796440954118,34.81563119578358
목포 렉시호텔,1,AC완속,전라남도 목포시 원형동로 44야외주차장,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,정,전라남도 목포시 원형동로 44 (상동),126.43306329677608,34.80006923927834
골드디움5차아파트,7,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
옥암골드클래스,8,AC완속,전라남도 목포시 남악1로16번길 10,24시간 이용가능,정,전라남도 목포시 남악1로16번길 10 (옥암동),126.44937178797593,34.806412260566084
유한회사 동양종합부품,1,AC완속,전라남도 목포시 녹색로134번길 7주차장,24시간 이용가능,정,전라남도 목포시 녹색로134번길 7 (옥암동),126.42893084658024,34.814324258030744
그린카 목포점,2,AC완속,전라남도 목포시 호남동 101,24시간 이용가능,정,전라남도 목포시 호남동 101,126.38717940018608,34.79351624945713
산정현대아파트,5,AC완속,전라남도 목포시 죽산로40번길 24(1710 현대아파트),24시간 이용가능,정,전라남도 목포시 죽산로40번길 24 (산정동),126.37810096483864,34.811068168649136
목포 광신프로그레스,8,AC완속,전라남도 목포시 영산로565번길 231~5구역 주차장,24시간 이용가능,유,전라남도 목포시 영산로565번길 23 (상동),126.41796440954118,34.81563119578358
광명샤인빌2차,5,AC완속,전라남도 목포시 옥암로 165(713 광명샤인빌2차),24시간 이용가능,정,전라남도 목포시 옥암로 165 (상동),126.42220860336754,34.812961014641495
목포 렉시호텔,2,AC완속,전라남도 목포시 원형동로 44야외주차장,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,정,전라남도 목포시 원형동로 44 (상동),126.43306329677608,34.80006923927834
백련지구천년가-104동,1,AC완속,"전라남도 목포시 연산백련로1번길 79104동 B 11,12",24시간 이용가능,유,전라남도 목포시 연산백련로1번길 116 (연산동),126.39108594686793,34.82004562630461
골드디움5차아파트,6,AC완속,전라남도 목포시 용해지구로88번길 23골드디움5차아파트(1042 골드디움5차아파트),09:00~18:00,정,전라남도 목포시 용해지구로88번길 23 (용해동),126.39440102318456,34.820661910456366
근화블루빌아파트,5,AC완속,전라남도 목포시 텃골로13번길 32근화블루빌아파트(816-12 근화블루빌아파트),09:00~18:00,정,전라남도 목포시 텃골로13번길 32 (석현동),126.41976681016307,34.82007823937096
목포가족관광호텔,2,AC완속,전라남도 목포시 호남로64번길 28지하주차장 졍면 우측 벽면(대안동 12-1),24시간 이용가능,정,전라남도 목포시 호남로64번길 28 (대안동),126.38464683777947,34.79202103806732
그린카 목포점,3,AC완속,전라남도 목포시 호남동 101,24시간 이용가능,정,전라남도 목포시 호남동 101,126.38717940018608,34.79351624945713
삼목장례프리드,1,AC완속,전라남도 목포시 청호로220번길 17삼목장례프리드,24시간 이용가능,정,전라남도 목포시 청호로220번길 17 (산정동),126.37132916529085,34.81074494580944
